date_key,full_date,year,quarter,month,month_name,day,day_of_week,day_name,is_weekend
20250723,2025-07-23,2025.0,3.0,7.0,July,23.0,3.0,Wednesday,False
20250724,2025-07-24,2025.0,3.0,7.0,July,24.0,4.0,Thursday,False
20250725,2025-07-25,2025.0,3.0,7.0,July,25.0,5.0,Friday,False
20250726,2025-07-26,2025.0,3.0,7.0,July,26.0,6.0,Saturday,True
20250727,2025-07-27,2025.0,3.0,7.0,July,27.0,7.0,Sunday,True
20250728,2025-07-28,2025.0,3.0,7.0,July,28.0,1.0,Monday,False
20250729,2025-07-29,2025.0,3.0,7.0,July,29.0,2.0,Tuesday,False
20250730,2025-07-30,2025.0,3.0,7.0,July,30.0,3.0,Wednesday,False
20250731,2025-07-31,2025.0,3.0,7.0,July,31.0,4.0,Thursday,False
20250801,2025-08-01,2025.0,3.0,8.0,August,1.0,5.0,Friday,False
20250802,2025-08-02,2025.0,3.0,8.0,August,2.0,6.0,Saturday,True
20250803,2025-08-03,2025.0,3.0,8.0,August,3.0,7.0,Sunday,True
-1,,,,,Unknown,,,Unknown,
